session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,failed_logins,browser_type,unusual_time_access,attack_detected,ip_reputation_score_least_trustworthy,ip_reputation_score_suspicious,ip_reputation_score_excellent_reputation,risk_score,risk_level
SID_04913,665,1,6,1292.5801843240422,0,2,Chrome,0,0,True,False,False,0,Low
SID_04914,531,1,2,500.7957235951024,0,3,Safari,0,1,False,True,False,1,Low
SID_04915,245,1,3,548.6392031984876,0,2,Safari,0,0,False,True,False,1,Low
SID_04916,542,1,4,1631.3253563385135,0,1,Chrome,1,0,False,True,False,2,Medium
SID_04917,712,2,1,542.9616242240226,1,1,Edge,0,0,True,False,False,0,Low
SID_04918,424,1,2,909.9978627284754,2,1,Chrome,0,0,True,False,False,0,Low
SID_04919,770,2,9,1325.655129227192,0,1,Firefox,1,1,False,True,False,3,High
SID_04920,758,2,3,1907.741125652556,0,2,Firefox,0,1,False,False,True,1,Low
SID_04921,832,1,2,196.8883901657182,0,0,Edge,1,0,True,False,False,1,Low
SID_04922,561,1,5,2962.8946920951694,2,1,Firefox,0,0,True,False,False,0,Low
SID_04923,617,1,5,2689.586792534428,0,2,Unknown,0,1,False,True,False,1,Low
SID_04924,782,1,2,282.3227589236872,0,3,Chrome,0,1,False,True,False,1,Low
SID_04925,589,1,5,760.9710413119886,0,2,Edge,0,0,False,True,False,1,Low
SID_04926,399,2,4,38.44342679945222,1,2,Chrome,1,0,False,False,True,2,Medium
SID_04927,410,1,5,146.9722686247736,2,2,Chrome,0,0,False,True,False,1,Low
SID_04928,547,2,6,701.3045098263585,0,1,Chrome,1,0,False,True,False,2,Medium
SID_04929,241,1,5,840.1005721603289,0,1,Edge,0,1,False,True,False,1,Low
SID_04930,471,1,2,611.8915454809114,0,2,Chrome,1,0,True,False,False,1,Low
SID_04931,719,0,5,975.8708220715264,0,1,Firefox,1,0,True,False,False,1,Low
SID_04932,64,1,4,1259.607136090323,2,2,Firefox,0,1,False,False,True,1,Low
SID_04933,806,1,2,147.57860877371195,1,2,Chrome,0,0,True,False,False,0,Low
SID_04934,724,1,3,862.1476369378048,0,2,Chrome,1,1,False,True,False,2,Medium
SID_04935,408,1,5,661.522511630517,0,1,Chrome,1,0,True,False,False,1,Low
SID_04936,608,2,3,100.07537651047431,2,1,Chrome,1,0,False,False,True,2,Medium
SID_04937,500,1,3,207.64324281863696,1,0,Chrome,0,0,False,True,False,1,Low
SID_04938,745,1,4,435.3253442206867,1,1,Chrome,0,0,False,False,True,1,Low
SID_04939,696,1,4,1594.6606091528097,1,2,Chrome,0,0,False,False,True,1,Low
SID_04940,219,2,6,195.7244074837681,1,2,Firefox,0,0,True,False,False,0,Low
SID_04941,617,1,4,161.6182307884878,0,2,Chrome,0,0,False,True,False,1,Low
SID_04942,458,1,5,1021.0963948955836,0,2,Edge,0,0,False,True,False,1,Low
SID_04943,516,1,5,2976.888855899791,2,1,Chrome,0,0,True,False,False,0,Low
SID_04944,354,1,8,474.3935622000122,0,2,Chrome,1,1,False,True,False,2,Medium
SID_04945,849,1,6,344.7957223913228,0,1,Safari,0,0,False,True,False,1,Low
SID_04946,708,1,8,234.36003437407143,2,1,Chrome,0,1,False,True,False,1,Low
SID_04947,352,1,5,40.81644519075124,0,2,Safari,0,1,True,False,False,0,Low
SID_04948,233,1,5,157.21504668675593,1,1,Chrome,0,0,True,False,False,0,Low
SID_04949,422,1,5,78.45644719050867,1,2,Safari,0,0,True,False,False,0,Low
SID_04950,586,2,4,545.1354646446023,0,2,Chrome,0,1,True,False,False,0,Low
SID_04951,548,2,3,3060.585498518196,0,3,Chrome,0,1,False,True,False,1,Low
SID_04952,750,1,4,1238.6833725086983,0,0,Chrome,0,0,True,False,False,0,Low
SID_04953,657,1,6,736.4199138339096,0,1,Firefox,0,0,True,False,False,0,Low
SID_04954,693,1,6,533.419644075705,0,1,Firefox,0,0,True,False,False,0,Low
SID_04955,565,2,1,768.1564601109969,1,1,Chrome,0,0,True,False,False,0,Low
SID_04956,222,1,1,377.31808700996567,2,1,Chrome,0,0,True,False,False,0,Low
SID_04957,460,2,8,157.18697669981265,0,2,Chrome,0,1,True,False,False,0,Low
SID_04958,712,1,2,712.8369657780237,0,2,Chrome,0,1,False,False,True,1,Low
SID_04959,489,1,6,600.7961199796599,2,2,Chrome,0,0,True,False,False,0,Low
SID_04960,600,0,1,2313.6268148732843,0,3,Chrome,0,1,False,True,False,1,Low
SID_04961,436,2,4,839.4757269493127,1,0,Chrome,0,0,False,True,False,1,Low
SID_04962,294,2,4,1187.7628615861083,1,2,Edge,0,1,False,True,False,1,Low
SID_04963,475,1,6,77.82721120641942,0,2,Chrome,0,0,False,True,False,1,Low
SID_04964,561,1,6,1144.8225327710095,0,3,Edge,0,1,False,True,False,1,Low
SID_04965,368,1,6,3252.5514417253944,1,0,Chrome,0,0,True,False,False,0,Low
SID_04966,452,1,3,857.1765291905363,2,2,Edge,0,0,False,False,True,1,Low
SID_04967,312,1,5,1084.096143764424,1,1,Chrome,0,0,True,False,False,0,Low
SID_04968,723,1,6,3110.693869079089,1,3,Edge,1,1,True,False,False,1,Low
SID_04969,441,1,2,397.1105745930727,1,1,Chrome,0,1,False,False,True,1,Low
SID_04970,790,1,1,1390.6288638617484,0,2,Unknown,0,0,False,True,False,1,Low
SID_04971,805,2,4,408.2506416604073,1,2,Edge,0,0,True,False,False,0,Low
SID_04972,483,2,2,443.987287921746,0,3,Edge,0,1,True,False,False,0,Low
SID_04973,298,1,7,858.9216464232499,2,1,Chrome,0,1,True,False,False,0,Low
SID_04974,82,1,4,237.0222300577192,1,2,Chrome,1,1,False,False,True,2,Medium
SID_04975,205,1,4,3944.9218958120846,0,0,Chrome,1,1,False,False,True,2,Medium
SID_04976,225,2,2,319.4650468989073,0,0,Firefox,0,1,True,False,False,0,Low
SID_04977,775,1,5,104.86177576262028,0,1,Firefox,1,0,True,False,False,1,Low
SID_04978,523,2,1,311.5404146837282,0,2,Edge,0,0,True,False,False,0,Low
SID_04979,577,2,9,1550.1659960144111,0,2,Edge,0,1,False,True,False,2,Medium
SID_04980,64,1,2,301.4182043630822,1,1,Edge,0,0,False,False,True,1,Low
SID_04981,260,1,5,756.072424506426,0,2,Unknown,0,1,False,True,False,1,Low
SID_04982,677,0,1,2190.645203016955,2,2,Firefox,0,0,False,True,False,1,Low
SID_04983,557,1,4,240.84737933545205,0,3,Chrome,0,1,False,True,False,1,Low
SID_04984,470,1,2,112.66611412587318,1,3,Chrome,0,1,True,False,False,0,Low
SID_04985,612,0,5,81.49175087301055,2,1,Unknown,0,1,False,False,True,1,Low
SID_04986,827,1,6,464.3809698062313,0,0,Firefox,0,0,True,False,False,0,Low
SID_04987,455,2,6,88.10791825430778,0,1,Firefox,0,0,False,True,False,1,Low
SID_04988,513,2,4,483.82837017589264,0,0,Firefox,0,0,False,False,True,1,Low
SID_04989,538,2,6,1588.56827767524,1,2,Chrome,0,1,True,False,False,0,Low
SID_04990,978,1,7,1202.204397635744,2,0,Firefox,0,1,False,True,False,1,Low
SID_04991,80,1,5,697.246752636943,0,1,Chrome,0,0,True,False,False,0,Low
SID_04992,636,1,1,1519.952533381278,1,2,Chrome,0,1,False,False,True,1,Low
SID_04993,477,2,1,84.52849115239009,1,2,Chrome,0,0,True,False,False,0,Low
SID_04994,613,2,8,752.0932529118999,0,2,Chrome,0,1,True,False,False,0,Low
SID_04995,368,1,1,98.3140876929906,0,2,Edge,0,1,True,False,False,0,Low
SID_04996,490,1,5,526.4393653350626,0,2,Chrome,0,0,False,True,False,1,Low
SID_04997,642,1,5,498.0948746542932,0,1,Chrome,1,1,False,True,False,2,Medium
SID_04998,1122,2,2,246.4769463777638,0,3,Firefox,0,1,False,True,False,1,Low
SID_04999,661,2,3,1416.881707098514,0,1,Unknown,0,0,False,True,False,1,Low
SID_05000,330,2,4,207.25254121007285,1,3,Safari,1,1,False,False,True,2,Medium
SID_05001,415,2,5,642.1808135370231,2,2,Chrome,0,1,True,False,False,0,Low
SID_05002,409,2,4,526.627752901649,0,1,Unknown,0,1,True,False,False,0,Low
SID_05003,140,2,3,452.0173948217087,0,2,Firefox,0,1,False,False,True,1,Low
SID_05004,433,1,1,27.294072293473832,0,1,Chrome,1,0,True,False,False,1,Low
SID_05005,646,1,3,954.5156054837328,2,0,Unknown,1,0,True,False,False,1,Low
SID_05006,245,2,4,10.213191414829124,2,0,Firefox,0,0,False,True,False,1,Low
SID_05007,709,1,2,1374.274465117661,0,2,Firefox,0,1,True,False,False,0,Low
SID_05008,597,1,5,247.8271832817735,0,2,Unknown,0,1,False,True,False,1,Low
SID_05009,353,1,8,102.27163499503015,2,1,Chrome,1,1,True,False,False,1,Low
SID_05010,471,1,1,431.7102912833317,1,2,Chrome,0,1,True,False,False,0,Low
SID_05011,819,1,1,655.6226487805768,1,1,Chrome,0,0,False,True,False,1,Low
SID_05012,646,1,3,297.27152937964496,1,1,Firefox,0,0,True,False,False,0,Low
SID_05013,501,1,1,103.89086565426176,1,1,Chrome,0,0,True,False,False,0,Low
SID_05014,452,1,6,14.797839229845334,0,2,Chrome,0,0,True,False,False,0,Low
SID_05015,515,1,4,973.4120700011264,0,1,Safari,0,0,True,False,False,0,Low
SID_05016,397,2,10,1740.309525921184,0,0,Chrome,0,1,True,False,False,1,Low
SID_05017,79,1,1,84.75170636644789,1,4,Edge,0,1,True,False,False,0,Low
SID_05018,908,1,2,209.7505412361988,2,3,Chrome,0,1,False,True,False,1,Low
SID_05019,531,1,2,16.349257401267316,0,2,Firefox,1,0,False,False,True,2,Medium
SID_05020,579,1,5,1730.7194194943747,2,0,Unknown,0,1,True,False,False,0,Low
SID_05021,488,1,3,470.6529549669074,1,1,Chrome,0,0,False,True,False,1,Low
SID_05022,352,2,8,2074.29867004808,0,1,Chrome,0,1,True,False,False,0,Low
SID_05023,462,2,3,505.0388145834936,1,3,Chrome,0,1,False,True,False,1,Low
SID_05024,180,1,2,1585.4634660464503,0,1,Chrome,0,0,True,False,False,0,Low
SID_05025,955,1,5,2425.1941504677707,0,2,Unknown,0,1,True,False,False,0,Low
SID_05026,253,1,3,326.55707537859234,0,2,Chrome,0,1,True,False,False,0,Low
SID_05027,293,0,1,818.9026832075588,0,2,Chrome,0,0,False,False,True,1,Low
SID_05028,411,0,7,878.2980571638424,1,0,Firefox,0,1,True,False,False,0,Low
SID_05029,757,1,3,17.312981106484333,2,2,Unknown,0,1,False,True,False,1,Low
SID_05030,502,1,4,461.32902303139537,0,2,Chrome,0,0,False,False,True,1,Low
SID_05031,252,2,2,1546.6280488273287,1,0,Firefox,0,0,False,False,True,1,Low
SID_05032,750,2,5,2339.2542986035846,1,2,Edge,0,0,False,False,True,1,Low
SID_05033,646,1,5,1835.8592203196115,1,1,Chrome,0,0,True,False,False,0,Low
SID_05034,607,0,1,2886.5162270427018,0,0,Chrome,0,0,True,False,False,0,Low
SID_05035,643,1,1,846.8409179104731,0,1,Firefox,0,0,True,False,False,0,Low
SID_05036,978,1,4,212.00556311839424,0,1,Edge,0,0,True,False,False,0,Low
SID_05037,937,2,8,685.2525926380758,1,1,Chrome,0,1,True,False,False,0,Low
SID_05038,362,1,2,437.3611696467069,2,5,Edge,0,1,False,False,True,1,Low
SID_05039,824,2,5,239.42872365414112,0,0,Chrome,0,0,False,True,False,1,Low
SID_05040,576,1,4,1185.490889105874,1,1,Chrome,0,0,True,False,False,0,Low
SID_05041,599,1,2,793.6712160353277,0,2,Chrome,0,0,True,False,False,0,Low
SID_05042,161,1,8,1248.9152816040023,2,4,Chrome,0,1,False,False,True,1,Low
SID_05043,465,1,2,251.2106182482576,1,1,Chrome,0,1,False,False,True,1,Low
SID_05044,337,1,4,1873.7641282473285,1,1,Firefox,1,0,False,True,False,2,Medium
SID_05045,665,0,6,218.19666304186035,1,1,Chrome,0,0,True,False,False,0,Low
SID_05046,714,1,2,736.8866819551075,0,0,Chrome,0,0,False,True,False,1,Low
SID_05047,85,2,6,46.86183910018764,0,4,Chrome,0,1,False,True,False,1,Low
SID_05048,495,1,5,622.9017802875495,1,1,Chrome,1,0,True,False,False,1,Low
SID_05049,724,2,2,83.15446971955723,1,2,Chrome,0,0,True,False,False,0,Low
SID_05050,462,1,2,323.0310850186491,0,1,Firefox,0,0,False,False,True,1,Low
SID_05051,645,1,2,1576.8386336278168,2,1,Safari,0,0,True,False,False,0,Low
SID_05052,570,1,5,1791.893445537849,0,0,Firefox,0,0,False,True,False,1,Low
SID_05053,568,1,5,1166.3991150030024,0,2,Chrome,0,0,True,False,False,0,Low
SID_05054,445,1,5,366.7178487500397,0,2,Firefox,0,0,False,True,False,1,Low
SID_05055,256,1,7,691.571412198147,2,1,Unknown,0,1,False,True,False,1,Low
SID_05056,275,2,6,202.8605232088386,0,2,Chrome,0,0,True,False,False,0,Low
SID_05057,641,2,2,907.4310230851444,2,1,Firefox,0,0,False,True,False,1,Low
SID_05058,503,0,3,341.43641602156134,1,1,Firefox,1,0,True,False,False,1,Low
SID_05059,472,1,4,199.79395072289785,0,3,Chrome,0,1,True,False,False,0,Low
SID_05060,415,0,5,703.5242676439238,1,1,Chrome,0,0,True,False,False,0,Low
SID_05061,438,2,4,94.8486426622078,2,2,Chrome,0,0,True,False,False,0,Low
SID_05062,709,1,3,928.47266186614,1,2,Chrome,0,1,False,False,True,1,Low
SID_05063,432,1,3,165.6246737484797,0,1,Chrome,0,0,True,False,False,0,Low
SID_05064,231,1,4,644.9727266089603,0,1,Chrome,1,1,True,False,False,1,Low
SID_05065,648,1,4,398.73365800843845,0,2,Edge,0,1,False,False,True,1,Low
SID_05066,459,1,4,668.2198028840336,0,3,Firefox,0,1,False,True,False,1,Low
SID_05067,506,1,1,225.84987332881923,0,2,Firefox,0,0,True,False,False,0,Low
SID_05068,821,2,4,297.3024566114981,1,2,Unknown,0,1,True,False,False,0,Low
SID_05069,495,1,6,120.95705994060198,0,0,Chrome,1,0,False,True,False,2,Medium
SID_05070,557,1,3,1200.3435705975353,0,1,Chrome,0,0,True,False,False,0,Low
SID_05071,264,2,5,58.152925431630585,0,1,Chrome,0,0,False,True,False,1,Low
SID_05072,456,2,4,377.84118989977424,2,0,Firefox,0,1,False,False,True,1,Low
SID_05073,621,0,4,476.9569176071116,1,1,Chrome,0,0,True,False,False,0,Low
SID_05074,188,1,3,173.73535849856822,2,1,Chrome,1,0,False,True,False,2,Medium
SID_05075,540,1,1,388.6743977523089,0,2,Firefox,0,1,False,False,True,1,Low
SID_05076,520,1,2,433.1491402977296,0,1,Safari,0,0,False,True,False,1,Low
SID_05077,508,1,5,203.22288883245383,2,2,Chrome,0,0,True,False,False,0,Low
SID_05078,707,1,1,815.6687988012969,1,2,Firefox,0,0,True,False,False,0,Low
SID_05079,566,1,3,25.07201049398869,0,3,Chrome,0,1,False,False,True,1,Low
SID_05080,795,0,4,176.0832041738655,1,0,Edge,0,0,False,True,False,1,Low
SID_05081,301,1,3,782.6924381268482,0,4,Firefox,0,1,False,False,True,1,Low
SID_05082,527,1,4,790.0735286849448,0,0,Chrome,0,0,False,True,False,1,Low
SID_05083,516,1,6,246.5936968378993,2,2,Edge,0,0,False,True,False,1,Low
SID_05084,286,2,6,919.2070762061596,2,1,Chrome,0,0,False,True,False,1,Low
SID_05085,691,1,4,507.5839117906759,0,1,Firefox,1,0,True,False,False,1,Low
SID_05086,964,1,5,599.3452092899441,1,1,Firefox,0,1,False,True,False,1,Low
SID_05087,496,1,3,323.5049924936558,1,2,Safari,0,0,False,False,True,1,Low
SID_05088,601,1,1,3321.866525025493,1,1,Chrome,0,0,False,False,True,1,Low
SID_05089,516,1,5,1069.6597421704491,0,2,Chrome,0,0,True,False,False,0,Low
SID_05090,357,1,8,228.47263471266305,1,3,Firefox,0,1,False,False,True,1,Low
SID_05091,135,1,3,215.94003095077565,1,1,Safari,0,0,True,False,False,0,Low
SID_05092,358,2,4,1190.3905958648502,0,1,Chrome,0,0,True,False,False,0,Low
SID_05093,221,1,4,392.8326725050728,1,0,Chrome,0,0,False,False,True,1,Low
SID_05094,840,2,2,76.77884043774026,1,2,Safari,0,0,False,True,False,1,Low
SID_05095,476,1,3,28.99923395807853,0,1,Chrome,0,0,False,True,False,1,Low
SID_05096,430,1,2,427.4883482428514,0,2,Firefox,0,1,True,False,False,0,Low
SID_05097,677,1,1,428.515590245381,1,1,Firefox,0,0,False,True,False,1,Low
SID_05098,275,1,5,981.6749746140636,0,0,Edge,0,0,True,False,False,0,Low
SID_05099,346,1,2,684.1031779951909,2,1,Chrome,0,0,True,False,False,0,Low
SID_05100,513,1,4,1176.1587442309783,0,2,Chrome,0,0,False,True,False,1,Low
SID_05101,705,2,2,305.88992147514034,1,1,Chrome,0,1,False,True,False,1,Low
SID_05102,600,2,4,783.0681353279798,2,1,Edge,0,0,True,False,False,0,Low
SID_05103,549,2,4,1735.1624775672417,2,2,Firefox,0,0,True,False,False,0,Low
SID_05104,515,1,3,57.44350213397895,0,1,Firefox,1,0,False,True,False,2,Medium
SID_05105,580,1,3,986.0386665113582,0,1,Edge,0,1,True,False,False,0,Low
SID_05106,540,1,5,1006.6953546980031,1,2,Chrome,0,1,False,False,True,1,Low
SID_05107,294,1,2,1264.020928624097,0,1,Firefox,0,1,True,False,False,0,Low
SID_05108,509,1,3,250.72524341835475,0,2,Chrome,0,0,False,False,True,1,Low
SID_05109,285,1,5,430.99729963020417,2,2,Edge,0,1,True,False,False,0,Low
SID_05110,516,2,6,219.24253055466255,0,2,Edge,0,1,False,False,True,1,Low
SID_05111,403,1,5,295.2084470271852,1,2,Chrome,0,0,True,False,False,0,Low
SID_05112,1007,1,5,2766.429897730012,1,0,Safari,0,1,False,True,False,1,Low
SID_05113,492,1,5,471.9730017766687,0,4,Chrome,1,1,True,False,False,1,Low
SID_05114,219,1,4,1510.0127208282993,2,0,Chrome,0,1,False,False,True,1,Low
SID_05115,473,2,2,1267.3275147128982,0,3,Chrome,0,1,False,True,False,1,Low
SID_05116,603,1,2,470.3468240042941,0,4,Safari,0,1,True,False,False,0,Low
SID_05117,834,0,1,3880.7676670788887,0,1,Chrome,1,1,True,False,False,1,Low
SID_05118,382,1,3,1469.9773157122004,1,2,Firefox,0,0,True,False,False,0,Low
SID_05119,183,1,7,527.2982017825503,0,0,Chrome,0,1,True,False,False,0,Low
SID_05120,663,2,4,296.5097785813937,2,2,Chrome,0,0,True,False,False,0,Low
SID_05121,223,1,5,62.62402084103448,1,1,Firefox,0,0,False,True,False,1,Low
SID_05122,412,1,1,500.0916742125093,1,3,Unknown,0,1,False,False,True,1,Low
SID_05123,448,1,3,357.04206148455484,0,2,Chrome,0,0,True,False,False,0,Low
SID_05124,486,1,5,994.1068289615802,1,2,Chrome,0,1,True,False,False,0,Low
SID_05125,637,2,2,15.899649153852064,1,3,Chrome,0,1,False,True,False,1,Low
SID_05126,363,2,3,1424.4071996088628,0,3,Chrome,0,1,True,False,False,0,Low
SID_05127,445,2,7,431.1443627307488,1,1,Safari,0,1,False,False,True,1,Low
SID_05128,497,1,5,507.4990699866941,2,1,Unknown,0,1,False,False,True,1,Low
SID_05129,529,1,5,161.48751752756422,0,1,Chrome,0,0,False,True,False,1,Low
SID_05130,519,1,1,2217.8419133052807,1,2,Chrome,0,0,False,True,False,1,Low
SID_05131,587,2,9,406.5129821018807,2,2,Chrome,0,1,False,True,False,2,Medium
SID_05132,668,0,6,1479.8065016415574,0,1,Firefox,1,1,False,False,True,2,Medium
SID_05133,578,1,3,216.87338623512625,0,1,Edge,0,0,True,False,False,0,Low
SID_05134,590,1,5,81.32235907369066,1,1,Chrome,0,0,False,False,True,1,Low
SID_05135,183,1,4,807.9559605656202,2,1,Chrome,0,0,False,True,False,1,Low
SID_05136,510,1,6,3329.233574902211,2,1,Chrome,0,0,True,False,False,0,Low
SID_05137,595,1,4,832.8973683284685,0,0,Firefox,1,1,False,False,True,2,Medium
SID_05138,645,1,2,750.6514304966396,2,1,Firefox,1,0,False,True,False,2,Medium
SID_05139,361,1,5,467.04790021352585,1,3,Chrome,1,1,False,True,False,2,Medium
SID_05140,368,2,8,267.0381035212371,0,0,Chrome,0,1,False,True,False,1,Low
SID_05141,385,2,6,450.8654745037464,2,2,Chrome,0,0,False,True,False,1,Low
SID_05142,607,0,3,129.0340468159242,2,2,Edge,0,1,False,False,True,1,Low
SID_05143,706,1,3,242.94810252479945,1,1,Firefox,0,0,True,False,False,0,Low
SID_05144,418,1,3,534.5848182165103,0,0,Firefox,0,0,True,False,False,0,Low
SID_05145,681,1,4,125.13178171956696,0,3,Chrome,0,1,False,False,True,1,Low
SID_05146,524,1,2,1254.3750884656054,0,1,Chrome,1,0,False,True,False,2,Medium
SID_05147,475,1,9,9.302937426248992,1,1,Chrome,0,1,True,False,False,1,Low
SID_05148,457,2,4,310.40680173465563,2,1,Chrome,0,0,True,False,False,0,Low
SID_05149,649,1,2,581.6138172309215,0,3,Unknown,0,1,True,False,False,0,Low
SID_05150,565,0,3,2115.472411519304,2,1,Chrome,0,0,True,False,False,0,Low
SID_05151,955,2,3,681.6246922189932,0,2,Chrome,0,0,True,False,False,0,Low
SID_05152,329,2,1,279.5370249684988,0,1,Chrome,0,0,False,True,False,1,Low
SID_05153,603,2,6,347.3271172254508,0,1,Chrome,0,1,True,False,False,0,Low
SID_05154,394,1,3,331.3935498607732,0,3,Chrome,0,1,False,True,False,1,Low
SID_05155,326,2,3,159.12120248844204,1,2,Chrome,0,1,False,True,False,1,Low
SID_05156,497,1,5,125.18147168131236,0,2,Firefox,0,1,False,False,True,1,Low
SID_05157,527,2,2,524.1193518626892,1,2,Chrome,0,0,True,False,False,0,Low
SID_05158,1083,1,5,252.0547195109733,1,1,Firefox,0,0,False,True,False,1,Low
SID_05159,463,1,6,77.07029017203712,2,2,Chrome,0,0,False,True,False,1,Low
SID_05160,273,1,7,195.1655813940864,0,2,Edge,1,1,True,False,False,1,Low
SID_05161,554,1,6,588.3863788972593,1,2,Chrome,0,0,True,False,False,0,Low
SID_05162,85,1,3,237.53243292631765,0,4,Chrome,0,1,False,False,True,1,Low
SID_05163,481,1,5,217.17634979271455,0,2,Edge,0,0,True,False,False,0,Low
SID_05164,503,2,4,775.4505125904544,0,1,Chrome,0,1,False,True,False,1,Low
SID_05165,658,1,3,935.4416471666556,0,3,Chrome,0,1,True,False,False,0,Low
SID_05166,694,1,3,220.86201450855796,0,3,Firefox,1,1,False,True,False,2,Medium
SID_05167,399,1,5,511.1412963198218,0,3,Firefox,0,1,False,False,True,1,Low
SID_05168,469,1,4,1157.0622864185964,0,1,Firefox,0,0,True,False,False,0,Low
SID_05169,346,1,3,936.6993487779044,1,1,Chrome,0,0,False,False,True,1,Low
SID_05170,274,2,3,57.44665772128479,1,2,Chrome,0,0,True,False,False,0,Low
SID_05171,561,1,2,357.11819191557777,0,1,Edge,0,0,True,False,False,0,Low
SID_05172,245,1,3,1027.7868367673937,0,1,Chrome,0,1,True,False,False,0,Low
SID_05173,417,1,2,158.21214929305373,0,0,Chrome,1,0,False,True,False,2,Medium
SID_05174,300,1,2,174.45235596111107,0,3,Chrome,0,1,True,False,False,0,Low
SID_05175,609,1,2,795.7731649181356,2,1,Chrome,0,1,False,True,False,1,Low
SID_05176,860,2,4,266.98187384396584,1,3,Chrome,0,1,True,False,False,0,Low
SID_05177,239,1,1,312.9544644541364,0,4,Edge,0,1,True,False,False,0,Low
SID_05178,129,1,6,591.8818562457238,0,0,Edge,0,1,True,False,False,0,Low
SID_05179,475,1,6,1110.8956241881626,0,0,Chrome,0,1,True,False,False,0,Low
SID_05180,503,1,8,551.7846002842649,0,2,Edge,1,1,False,True,False,2,Medium
SID_05181,543,2,3,1791.1391716023977,1,1,Chrome,0,0,True,False,False,0,Low
SID_05182,410,1,5,90.213248241757,1,1,Edge,0,0,False,False,True,1,Low
SID_05183,459,1,3,1122.4244363606251,1,0,Chrome,0,0,False,True,False,1,Low
SID_05184,573,2,5,627.5754789486449,2,1,Chrome,0,1,False,False,True,1,Low
SID_05185,708,1,4,1357.246040977123,0,4,Safari,0,1,True,False,False,0,Low
SID_05186,108,2,5,304.30967844061263,0,0,Firefox,1,0,False,True,False,2,Medium
SID_05187,426,1,5,526.3807195557126,2,2,Chrome,0,0,True,False,False,0,Low
SID_05188,542,1,6,1387.9905672783425,0,2,Chrome,0,0,True,False,False,0,Low
SID_05189,316,2,3,1425.992684791999,1,3,Chrome,0,1,False,False,True,1,Low
SID_05190,846,2,3,377.2717107858828,2,2,Firefox,0,0,True,False,False,0,Low
SID_05191,372,1,4,1381.6587456976415,2,0,Safari,1,0,True,False,False,1,Low
SID_05192,491,2,4,917.5660847227624,1,2,Edge,0,0,False,True,False,1,Low
SID_05193,611,1,1,421.33303982766125,2,2,Chrome,0,0,True,False,False,0,Low
SID_05194,381,1,1,2797.4310405824704,1,2,Chrome,0,0,True,False,False,0,Low
SID_05195,130,1,8,25.105290625620825,0,2,Chrome,0,1,False,True,False,1,Low
SID_05196,414,1,5,385.8720262137687,2,3,Chrome,0,1,False,False,True,1,Low
SID_05197,705,2,5,293.3255593873712,2,2,Edge,0,0,False,False,True,1,Low
SID_05198,432,1,3,2196.1089474354253,1,2,Firefox,0,0,False,False,True,1,Low
SID_05199,330,1,1,83.80254774473904,0,2,Safari,0,0,True,False,False,0,Low
SID_05200,685,2,7,791.1417221018359,2,3,Chrome,0,1,False,True,False,1,Low
SID_05201,433,1,3,1008.7958770857502,0,2,Chrome,0,0,False,True,False,1,Low
SID_05202,397,1,1,162.84513428637555,1,1,Firefox,0,0,True,False,False,0,Low
SID_05203,529,1,7,129.96574664178314,0,3,Firefox,0,1,True,False,False,0,Low
SID_05204,654,1,2,39.2104711028834,0,1,Chrome,1,0,False,True,False,2,Medium
SID_05205,976,2,4,138.41218865480363,0,3,Firefox,0,1,False,True,False,1,Low
SID_05206,665,1,2,1321.104412106175,1,1,Edge,0,0,True,False,False,0,Low
SID_05207,731,1,5,2305.296922031902,2,1,Firefox,1,0,True,False,False,1,Low
SID_05208,398,2,4,1853.527689432215,0,1,Chrome,0,0,False,False,True,1,Low
SID_05209,294,1,3,363.6883109262233,1,1,Firefox,0,0,False,False,True,1,Low
SID_05210,512,1,3,1035.3383447623708,2,3,Chrome,0,1,True,False,False,0,Low
SID_05211,521,2,2,1403.772919134684,2,2,Firefox,0,0,True,False,False,0,Low
SID_05212,284,1,1,1339.119233659071,1,1,Chrome,0,0,True,False,False,0,Low
SID_05213,464,1,5,51.78865303609504,2,3,Firefox,0,1,True,False,False,0,Low
SID_05214,579,1,4,193.48439986084827,2,3,Chrome,0,1,True,False,False,0,Low
SID_05215,572,1,5,2236.78323732811,1,1,Edge,0,0,True,False,False,0,Low
SID_05216,600,1,6,1077.370250883782,2,1,Chrome,1,0,False,True,False,2,Medium
SID_05217,558,1,7,1438.3141341055637,0,2,Chrome,0,1,False,False,True,1,Low
SID_05218,398,2,7,577.4402245319121,1,1,Chrome,1,1,False,True,False,2,Medium
SID_05219,397,1,2,399.4550632322882,0,0,Firefox,0,1,True,False,False,0,Low
SID_05220,260,1,9,842.6595213532263,2,3,Chrome,0,1,False,True,False,2,Medium
SID_05221,856,2,6,512.2263168284272,0,2,Chrome,0,0,False,True,False,1,Low
SID_05222,502,1,1,374.4199746447215,0,1,Chrome,1,1,True,False,False,1,Low
SID_05223,455,2,6,342.0159051292386,0,4,Chrome,1,1,False,False,True,2,Medium
SID_05224,314,1,3,137.49185019505504,0,2,Unknown,0,0,False,True,False,1,Low
SID_05225,1087,1,6,603.0198637280035,2,1,Chrome,0,0,True,False,False,0,Low
SID_05226,285,2,6,586.9196654654995,2,1,Firefox,0,0,True,False,False,0,Low
SID_05227,414,1,3,714.7814668443165,2,1,Firefox,0,1,False,False,True,1,Low
